Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,App specific
jmeter_login_and_view_dashboard,200,1025,1020,1100,1145,1197,934,1275,0.0,False
jmeter_view_issue,2655,732,727,783,800,837,648,961,0.0,False
jmeter_search_jql,862,1389,1387,1485,1513,1582,1188,1661,0.0,False
jmeter_view_dashboard,775,618,608,685,710,738,543,803,0.0,False
jmeter_view_scrum_board,623,782,786,919,947,986,618,1029,0.0,False
jmeter_view_backlog,458,1018,1030,1206,1268,1318,701,1351,0.0,False
jmeter_create_issue:open_quick_create,314,239,217,314,319,331,194,358,0.0,False
jmeter_create_issue:fill_and_submit_issue_form,314,280,276,312,324,369,236,431,0.0,False
jmeter_view_kanban_board,536,740,716,844,901,948,659,976,0.0,False
jmeter_browse_projects,687,316,306,365,375,391,275,433,0.0,False
jmeter_edit_issue:open_editor,385,450,439,503,518,560,400,592,0.0,False
jmeter_edit_issue:save_edit,385,782,779,824,840,879,714,942,100.0,False
jmeter_view_project_summary,230,604,596,651,664,692,553,743,0.0,False
jmeter_app_specific_action,369,233,222,271,274,290,210,337,100.0,True
jmeter_add_comment:open_comment,149,421,410,473,483,492,373,510,0.0,False
jmeter_add_comment:save_comment,149,795,794,849,867,899,684,932,0.0,False
jmeter_browse_boards,69,383,369,431,445,471,338,487,0.0,False
selenium_login:open_login_page,43,162,145,183,198,501,130,717,0.0,False
selenium_login:login_and_view_dashboard,43,927,556,2038,2075,2159,489,2197,0.0,False
selenium_login,43,1090,718,2180,2272,2326,620,2341,0.0,False
selenium_project_summary,43,473,457,485,503,901,418,1173,0.0,False
selenium_browse_projects_list,43,354,350,393,403,569,292,687,0.0,False
selenium_browse_boards_list,43,835,819,914,940,1004,716,1045,0.0,False
selenium_create_issue:open_quick_create,43,728,737,797,804,814,613,817,0.0,False
selenium_create_issue:fill_and_submit_issue_form:submit_issue_form,43,681,675,757,768,783,592,784,0.0,False
selenium_create_issue:fill_and_submit_issue_form,43,1271,1261,1401,1418,1450,1117,1456,0.0,False
selenium_create_issue,43,2000,2005,2189,2216,2249,1755,2273,0.0,False
selenium_edit_issue:open_edit_issue_form,43,411,403,433,473,509,372,530,0.0,False
selenium_edit_issue:save_edit_issue_form,43,471,469,495,504,526,445,533,0.0,False
selenium_edit_issue,43,1853,1869,1929,1943,1960,1622,1963,0.0,False
selenium_save_comment:open_comment_form,43,226,222,239,257,276,206,287,0.0,False
selenium_save_comment:submit_form,43,680,688,730,743,771,598,781,0.0,False
selenium_save_comment,43,1639,1662,1753,1757,1782,1429,1795,0.0,False
selenium_search_jql,43,1391,1459,1691,1788,1818,822,1832,0.0,False
selenium_view_scrum_board_backlog,42,1067,1114,1239,1254,1359,769,1423,0.0,False
selenium_view_scrum_board,42,872,860,970,997,1023,760,1023,0.0,False
selenium_view_kanban_board,42,933,869,1220,1287,1374,747,1400,0.0,False
selenium_view_dashboard,42,278,272,316,321,427,219,484,0.0,False
selenium_view_issue,42,507,510,559,593,628,396,647,0.0,False
selenium_log_out,42,380,374,418,429,456,332,463,0.0,False
